meso_num	plant_id	plant_sp	height_i_cm	height_f_cm	dead_all	above_biomass_g	belowBEF_biomass_g
367	sp1	VAN	1.8	2	NA	0.0022	NA
367	sp2	CVU	0.9	1	NA	NA	NA
367	sp3	VCO	1	1.4	NA	NA	NA
367	sp4	VVI	1.2	1.5	NA	NA	NA
367	sp5	VMA	4.9	5.3	NA	0.0063	NA
367	sp6	KLA	2	2.4	NA	0.0223	NA
367	sp7	GMI	0.4	NA	no_plant	0.0334	NA
367	sp8	GSH	5.2	5.2	NA	NA	NA
368	sp1	VAN	3	3.7	NA	0.0179	NA
368	sp2	VMY	3.8	4.1	NA	0.0239	NA
368	sp3	VCO	2.3	2.5	sick	0.0043	NA
368	sp4	VVI	1.6	2.1	NA	0.0021	NA
368	sp5	VMA	2.7	3.3	NA	0.0056	NA
368	sp6	KLA	1	1.3	NA	0.0183	NA
368	sp7	GMI	0.4	0.5	NA	0.0007	NA
368	sp8	GSH	2	2.6	NA	0.0092	NA
369	sp1	GPR	1.1	1.5	NA	0.0017	0.0222
369	sp2	CVU	1	1	NA	0.003	NA
369	sp3	VCO	1.6	1.6	NA	0.0022	NA
369	sp4	VVI	2	3	NA	0.0055	NA
369	sp5	VMA	2.2	2.8	NA	0.0038	NA
369	sp6	KLA	2.4	2.3	sick	0.0276	NA
369	sp7	GMI	0.8	1.2	NA	0.0008	NA
369	sp8	GSH	0.7	0.9	NA	0.0024	NA
370	sp1	VAN	1.4	1.6	NA	0.0013	NA
370	sp2	VAN	2.3	2.4	NA	0.0017	NA
370	sp3	VAN	1	1.4	NA	0.0009	NA
370	sp4	VAN	1.6	1.6	NA	0.0015	NA
370	sp5	VAN	1	1.2	NA	0.0016	NA
370	sp6	VAN	1.1	1.6	NA	0.009	NA
370	sp7	VAN	0.9	1.8	NA	0.0021	NA
370	sp8	VAN	1.7	2	NA	0.0021	NA
371	sp1	GPR	0.9	1.4	NA	0.001	NA
371	sp2	GPR	0.6	1.3	NA	0.0013	NA
371	sp3	GPR	0.4	0.7	NA	not_detected	NA
371	sp4	GPR	0.8	1.1	NA	0.0011	NA
371	sp5	GPR	0.6	1	NA	0.0018	NA
371	sp6	GPR	0.7	1.3	NA	0.0008	NA
371	sp7	GPR	0.8	1.1	NA	0.0012	NA
371	sp8	GPR	1.1	1.5	NA	0.0016	NA
372	sp1	CVU	0.8	1.3	NA	0.0013	NA
372	sp2	CVU	0.2	0.5	NA	not_detected	NA
372	sp3	CVU	0.5	0.5	NA	not_detected	NA
372	sp4	CVU	0.4	0.4	NA	0.0005	NA
372	sp5	CVU	0.7	0.7	NA	not_detected	NA
372	sp6	CVU	0.6	0.9	NA	0.0006	NA
372	sp7	CVU	0.4	1.1	NA	not_detected	NA
372	sp8	CVU	0.7	1.2	NA	0.0007	NA
373	sp1	VMY	2	2.1	NA	0.0035	NA
373	sp2	VMY	2.1	2.3	NA	0.0037	NA
373	sp3	VMY	1.2	1.5	NA	0.0013	NA
373	sp4	VMY	1.7	1.8	NA	0.002	NA
373	sp5	VMY	2.5	3	NA	0.0081	NA
373	sp6	VMY	4.8	5.1	no_leaves	0.0413	NA
373	sp7	VMY	3.9	4.2	NA	0.0388	NA
373	sp8	VMY	4	3.6	NA	0.0192	NA
374	sp1	VCO	2.9	3.1	NA	0.0045	NA
374	sp2	VCO	2.1	1.5	no_leaves	0.0018	NA
374	sp3	VCO	1.5	1.4	no_leaves	0.0008	NA
374	sp4	VCO	2.6	3	NA	0.006	NA
374	sp5	VCO	3.1	3.1	NA	0.007	NA
374	sp6	VCO	2.1	2.1	NA	0.0042	NA
374	sp7	VCO	3.4	3.5	NA	0.0045	NA
374	sp8	VCO	3.4	3.4	NA	0.0054	NA
375	sp1	VVI	1.2	1.9	NA	0.0018	NA
375	sp2	VVI	1.1	1.4	NA	0.001	NA
375	sp3	VVI	1.2	1.3	NA	0.0009	NA
375	sp4	VVI	0.7	0.8	NA	0.0004	NA
375	sp5	VVI	0.8	1	NA	0.0006	NA
375	sp6	VVI	1.2	1.2	NA	0.0015	NA
375	sp7	VVI	0.9	1.3	NA	0.0004	NA
375	sp8	VVI	1.2	1.2	NA	NA	NA
376	sp1	VMA	2	2.1	NA	0.0022	0.0442
376	sp2	VMA	2.4	3	NA	0.0045	NA
376	sp3	VMA	3.4	2.9	NA	0.0029	NA
376	sp4	VMA	2.6	2.6	NA	0.0036	NA
376	sp5	VMA	3.5	3.7	NA	0.0058	NA
376	sp6	VMA	1.4	1.6	NA	0.0023	NA
376	sp7	VMA	2.8	3.2	NA	0.006	NA
376	sp8	VMA	3.2	3.5	NA	0.0059	NA
377	sp1	PJA	2	3.1	NA	0.0161	NA
377	sp2	PJA	2.7	3.1	NA	0.0206	NA
377	sp3	PJA	2.9	3.2	NA	0.0166	NA
377	sp4	PJA	2.5	3	NA	0.0115	NA
377	sp5	PJA	3.2	3.8	NA	0.0263	NA
377	sp6	PJA	3.6	4.5	NA	0.0461	NA
377	sp7	PJA	3	3	NA	0.0293	NA
377	sp8	PJA	1.8	1.9	NA	0.0211	NA
378	sp1	KLA	0.3	0.4	NA	not_detected	NA
378	sp2	KLA	0.4	0.7	NA	0.0009	NA
378	sp3	KLA	0.8	1.5	NA	0.0033	NA
378	sp4	KLA	0.3	0.4	NA	not_detected	NA
378	sp5	KLA	1	1.4	NA	0.0105	NA
378	sp6	KLA	0.3	0.5	NA	0.0008	NA
378	sp7	KLA	0.2	0.4	NA	0.0005	NA
378	sp8	KLA	1.4	1.5	NA	0.0044	NA
379	sp1	GMI	0.5	0.6	NA	not_detected	0.0012
379	sp2	GMI	0.5	0.6	NA	0.0007	NA
379	sp3	GMI	0.5	0.5	NA	0.0004	NA
379	sp4	GMI	0.6	0.9	NA	not_detected	NA
379	sp5	GMI	0.7	NA	no_plant	NA	NA
379	sp6	GMI	0.6	0.7	NA	not_detected	NA
379	sp7	GMI	0.5	0.8	NA	not_detected	NA
379	sp8	GMI	0.5	0.6	NA	0.0008	NA
380	sp1	GSH	2.4	2.9	NA	0.0057	0.0727
380	sp2	GSH	6.1	6.3	NA	0.0361	NA
380	sp3	GSH	1.1	1.4	sick	0.0009	NA
380	sp4	GSH	5	5.7	NA	0.0395	NA
380	sp5	GSH	1.7	2	NA	0.0007	NA
380	sp6	GSH	3.5	3.9	NA	0.0117	NA
380	sp7	GSH	2.2	2.6	NA	0.0041	NA
380	sp8	GSH	2.4	2.5	NA	0.0073	NA
381	sp1	VAN	1	1.1	NA	0.0006	0.0117
381	sp2	VAN	1.1	1.4	NA	0.0015	NA
381	sp3	VAN	2.2	2.3	NA	0.003	NA
381	sp4	VAN	1.5	1.6	NA	0.0022	NA
381	sp5	VAN	0.9	1	NA	0.001	NA
381	sp6	VAN	1.2	1.1	NA	not_detected	NA
381	sp7	VAN	1.3	1.7	NA	0.001	NA
381	sp8	VAN	1.3	1.4	NA	0.0011	NA
382	sp1	GPR	1.2	1.9	NA	0.0012	0.0064
382	sp2	GPR	1.2	1.9	NA	0.0021	NA
382	sp3	GPR	0.6	1.1	NA	0.0012	NA
382	sp4	GPR	1.3	2.2	NA	0.0017	NA
382	sp5	GPR	1.3	1.6	NA	0.0023	NA
382	sp6	GPR	0.5	2.5	NA	0.0004	NA
382	sp7	GPR	0.7	1.7	NA	0.001	NA
382	sp8	GPR	1.1	2.2	NA	0.0021	NA
383	sp1	CVU	0.7	0.8	NA	not_detected	0.002
383	sp2	CVU	0.5	0.7	NA	not_detected	NA
383	sp3	CVU	0.7	0.9	NA	not_detected	NA
383	sp4	CVU	1.5	2	NA	0.0025	NA
383	sp5	CVU	0.6	0.8	NA	not_detected	NA
383	sp6	CVU	0.6	0.6	NA	not_detected	NA
383	sp7	CVU	0.6	0.6	NA	not_detected	NA
383	sp8	CVU	0.8	0.8	NA	not_detected	NA
384	sp1	VMY	2.8	3	NA	0.0068	0.021
384	sp2	VMY	1.2	1.3	NA	0.001	NA
384	sp3	VMY	0.8	1.2	NA	0.0014	NA
384	sp4	VMY	0.9	1.1	NA	0.0014	NA
384	sp5	VMY	3.5	3.5	NA	0.0017	NA
384	sp6	VMY	1	1.5	NA	0.001	NA
384	sp7	VMY	1.1	1.5	NA	0.0014	NA
384	sp8	VMY	0.9	1.4	NA	0.0016	NA
385	sp1	VCO	2.1	2.4	NA	0.0049	NA
385	sp2	VCO	2	2.3	NA	0.0094	NA
385	sp3	VCO	1.6	1.6	NA	0.0017	NA
385	sp4	VCO	2.4	2.3	NA	0.0032	NA
385	sp5	VCO	1.8	1.3	NA	0.0024	NA
385	sp6	VCO	1.6	1.9	NA	0.0018	NA
385	sp7	VCO	3.1	2.9	sick	0.0063	NA
385	sp8	VCO	1.6	1.1	NA	0.0012	NA
386	sp1	VVI	2.2	2.6	NA	0.0021	0.0107
386	sp2	VVI	2.3	3.4	NA	0.0052	NA
386	sp3	VVI	1.9	2.9	NA	0.0024	NA
386	sp4	VVI	0.5	0.9	NA	0.0007	NA
386	sp5	VVI	1.1	2.5	NA	0.0023	NA
386	sp6	VVI	1.7	2.1	NA	0.0019	NA
386	sp7	VVI	2	2.6	NA	0.0022	NA
386	sp8	VVI	1.4	2.2	NA	0.0016	NA
387	sp1	VMA	3.1	4.6	NA	0.0074	NA
387	sp2	VMA	3.3	3.6	NA	0.0063	NA
387	sp3	VMA	4.9	6.1	NA	0.0079	NA
387	sp4	VMA	3.7	5.2	NA	0.0157	NA
387	sp5	VMA	3.4	3.6	NA	0.0057	NA
387	sp6	VMA	3	3.6	NA	0.0068	NA
387	sp7	VMA	2.8	3.1	NA	0.0045	NA
387	sp8	VMA	2.8	4.1	NA	0.0065	NA
388	sp1	PJA	1.5	2.7	NA	0.0089	NA
388	sp2	PJA	1.5	1.7	NA	0.0122	NA
388	sp3	PJA	2.3	2.4	NA	0.0086	NA
388	sp4	PJA	2.5	2.9	NA	0.0278	NA
388	sp5	PJA	3.5	3.6	NA	0.0368	NA
388	sp6	PJA	4.4	3.9	NA	0.0535	NA
388	sp7	PJA	3.6	4.1	NA	0.0283	NA
388	sp8	PJA	3.7	4.2	NA	0.0336	NA
389	sp1	KLA	0.9	0.9	NA	0.0005	NA
389	sp2	KLA	0.3	0.6	NA	0.0008	NA
389	sp3	KLA	0.6	0.7	NA	0.0007	NA
389	sp4	KLA	0.5	0.5	NA	not_detected	NA
389	sp5	KLA	0.7	0.7	NA	0.0005	NA
389	sp6	KLA	0.6	0.8	NA	0.0012	NA
389	sp7	KLA	0.8	0.8	NA	not_detected	NA
389	sp8	KLA	0.6	0.7	NA	0.0008	NA
390	sp1	GMI	0.4	0.4	NA	not_detected	NA
390	sp2	GMI	0.4	0.6	NA	not_detected	NA
390	sp3	GMI	0.5	0.7	NA	not_detected	NA
390	sp4	GMI	0.4	0.4	NA	not_detected	NA
390	sp5	GMI	0.3	0.4	NA	not_detected	NA
390	sp6	GMI	0.5	0.5	NA	not_detected	NA
390	sp7	GMI	0.4	0.6	NA	not_detected	NA
390	sp8	GMI	0.5	0.4	NA	NA	NA
391	sp1	GSH	5.2	6.6	NA	0.0765	NA
391	sp2	GSH	1.1	1.2	NA	0.0012	NA
391	sp3	GSH	0.8	1.4	NA	0.0014	NA
391	sp4	GSH	1	1.2	NA	0.0013	NA
391	sp5	GSH	1.4	1.6	NA	0.0026	NA
391	sp6	GSH	0.9	1.1	NA	0.0011	NA
391	sp7	GSH	3.6	4	NA	0.023	NA
391	sp8	GSH	0.8	0.8	NA	0.0005	NA
392	sp1	VAN	1	1.3	NA	0.0005	NA
392	sp2	VAN	1.4	2	NA	0.0063	NA
392	sp3	VAN	1.3	1.3	sick	0.001	NA
392	sp4	VAN	1.6	2	NA	0.0015	NA
392	sp5	VAN	1	1.3	NA	0.0006	NA
392	sp6	VAN	1.2	1.5	NA	0.0009	NA
392	sp7	VAN	0.5	0.5	NA	not_detected	NA
392	sp8	VAN	0.7	1.4	NA	0.0005	NA
393	sp1	GPR	0.9	1.1	NA	0.0022	NA
393	sp2	GPR	1	1.2	NA	0.0041	NA
393	sp3	GPR	1.1	1.5	NA	0.0048	NA
393	sp4	GPR	0.6	1.9	NA	0.0023	NA
393	sp5	GPR	0.9	1.7	NA	0.0034	NA
393	sp6	GPR	1.6	1.7	NA	0.0019	NA
393	sp7	GPR	0.6	1.1	NA	0.0015	NA
393	sp8	GPR	0.9	1.1	NA	0.0028	NA
394	sp1	CVU	0.6	0.7	NA	not_detected	NA
394	sp2	CVU	0.5	0.7	NA	not_detected	NA
394	sp3	CVU	0.6	1	NA	0.0006	NA
394	sp4	CVU	0.9	1.1	NA	0.0004	NA
394	sp5	CVU	0.9	1.5	NA	0.001	NA
394	sp6	CVU	0.4	0.6	NA	not_detected	NA
394	sp7	CVU	0.4	1.3	NA	0.0007	NA
394	sp8	CVU	0.3	0.5	NA	not_detected	NA
395	sp1	VMY	2	2.5	NA	0.0053	NA
395	sp2	VMY	0.9	1.3	NA	0.001	NA
395	sp3	VMY	2.6	3.2	NA	0.0136	NA
395	sp4	VMY	0.7	0.7	NA	0.0006	NA
395	sp5	VMY	1	1.3	NA	0.0007	NA
395	sp6	VMY	0.5	0.9	NA	0.0005	NA
395	sp7	VMY	1.1	1.5	NA	0.0015	NA
395	sp8	VMY	3.6	3.8	NA	0.0131	NA
396	sp1	VCO	3	3.2	NA	0.0048	NA
396	sp2	VCO	1.6	1.5	dead;no_leaves	0.0014	NA
396	sp3	VCO	2.1	2.2	sick	0.0023	NA
396	sp4	VCO	2.5	2.6	NA	0.0037	NA
396	sp5	VCO	2.8	2.9	NA	0.0036	NA
396	sp6	VCO	3.5	3.8	NA	0.0079	NA
396	sp7	VCO	1.3	1.7	NA	0.0013	NA
396	sp8	VCO	2.8	3.4	NA	0.0051	NA
397	sp1	VVI	1.1	1.3	NA	0.001	NA
397	sp2	VVI	0.8	1.4	NA	0.0004	NA
397	sp3	VVI	1.3	2.1	NA	0.0007	NA
397	sp4	VVI	0.7	1.1	NA	0.0005	NA
397	sp5	VVI	1.4	1.5	NA	0.0012	NA
397	sp6	VVI	1.8	1.8	NA	0.0012	NA
397	sp7	VVI	0.9	1.3	NA	0.001	NA
397	sp8	VVI	1.2	1.7	NA	0.0014	NA
398	sp1	VMA	1.5	2.1	NA	0.0017	NA
398	sp2	VMA	2.5	2.7	NA	0.0033	NA
398	sp3	VMA	2.7	2.4	NA	0.0024	NA
398	sp4	VMA	2.4	2.5	NA	0.0041	NA
398	sp5	VMA	3.6	4.2	NA	0.0059	NA
398	sp6	VMA	4	4.3	NA	0.0047	NA
398	sp7	VMA	2.6	3.3	NA	0.0028	NA
398	sp8	VMA	3.1	3.6	NA	0.0066	NA
399	sp1	PJA	1.4	1.5	NA	0.0036	0.1491
399	sp2	PJA	1.2	1.6	NA	0.0025	NA
399	sp3	PJA	4.2	4.4	NA	0.0434	NA
399	sp4	PJA	3.7	4	NA	0.0194	NA
399	sp5	PJA	2.7	3	NA	0.0175	NA
399	sp6	PJA	2.3	2.7	NA	0.0236	NA
399	sp7	PJA	4.2	5.1	NA	0.0588	NA
399	sp8	PJA	2.6	2.7	NA	0.0233	NA
400	sp1	KLA	0.4	0.5	NA	0.0016	NA
400	sp2	KLA	0.3	0.4	NA	not_detected	NA
400	sp3	KLA	0.4	0.6	NA	0.0019	NA
400	sp4	KLA	0.6	0.7	NA	0.0022	NA
400	sp5	KLA	0.6	0.8	NA	0.0045	NA
400	sp6	KLA	0.3	0.4	NA	not_detected	NA
400	sp7	KLA	0.6	0.6	NA	0.001	NA
400	sp8	KLA	0.7	0.6	NA	0.0012	NA
401	sp1	GMI	0.2	0.2	NA	not_detected	NA
401	sp2	GMI	0.3	0.4	NA	0.0005	NA
401	sp3	GMI	0.2	0.5	NA	not_detected	NA
401	sp4	GMI	0.7	0.7	NA	not_detected	NA
401	sp5	GMI	0.4	0.5	NA	not_detected	NA
401	sp6	GMI	0.7	0.6	NA	not_detected	NA
401	sp7	GMI	0.2	0.4	NA	not_detected	NA
401	sp8	GMI	0.2	0.4	NA	0.0005	NA
402	sp1	GSH	0.5	0.6	NA	not_detected	NA
402	sp2	GSH	1.6	2.3	NA	0.002	NA
402	sp3	GSH	1	1.3	NA	0.0009	NA
402	sp4	GSH	0.6	1	NA	0.0007	NA
402	sp5	GSH	0.5	0.6	NA	0.0009	NA
402	sp6	GSH	0.7	1.1	NA	0.001	NA
402	sp7	GSH	0.9	1.1	NA	0.0008	NA
402	sp8	GSH	1.3	1.4	NA	0.0013	NA
403	sp1	VAN	1.4	1.8	NA	0.0012	NA
403	sp2	VMY	0.9	1.1	NA	0.0014	NA
403	sp3	VAN	1.8	2.1	NA	0.0027	NA
403	sp4	VMY	0.5	0.9	NA	0.0015	NA
403	sp5	VAN	1.2	2.1	NA	0.0035	NA
403	sp6	VMY	0.7	0.9	NA	0.002	NA
403	sp7	VAN	1.5	1.1	NA	0.0009	NA
403	sp8	VMY	0.9	0.9	NA	0.0017	NA
404	sp1	GPR	1.1	1.4	NA	0.0061	NA
404	sp2	VCO	2.3	2.6	NA	0.0032	NA
404	sp3	GPR	1.3	1.4	NA	0.0016	NA
404	sp4	VCO	1.9	1.9	NA	0.0021	NA
404	sp5	GPR	0.8	1.2	NA	0.0015	NA
404	sp6	VCO	1.3	1.7	sick	0.003	NA
404	sp7	GPR	0.8	1.1	NA	0.0009	NA
404	sp8	VCO	2.6	2.9	NA	0.0115	NA
405	sp1	GPR	1	1.5	NA	0.003	0.0131
405	sp2	VVI	1.2	1.2	NA	0.0008	NA
405	sp3	GPR	1.5	1.2	NA	0.0016	NA
405	sp4	VVI	1.1	1.3	NA	0.0012	NA
405	sp5	GPR	1.1	1.7	NA	0.0038	NA
405	sp6	VVI	1.3	1.4	NA	0.0013	NA
405	sp7	GPR	1.2	1.4	NA	0.0034	NA
405	sp8	VVI	1.2	1.5	NA	0.0005	NA
406	sp1	VAN	2.3	2.6	NA	0.0016	NA
406	sp2	VMA	2.8	3.3	NA	0.0029	NA
406	sp3	VAN	1.9	2.2	NA	0.0014	NA
406	sp4	VMA	2.2	2.4	NA	0.0023	NA
406	sp5	VAN	1.4	1.8	NA	0.0016	NA
406	sp6	VMA	2.3	3.1	NA	0.0033	NA
406	sp7	VAN	1.8	2.1	NA	0.0018	NA
406	sp8	VMA	2.7	3.1	NA	0.0041	NA
407	sp1	VAN	1.1	1.3	NA	0.0013	NA
407	sp2	KLA	0.5	0.9	NA	not_detected	NA
407	sp3	VAN	2	2.4	NA	0.002	NA
407	sp4	KLA	0.5	1.2	NA	0.0009	NA
407	sp5	VAN	1	1.1	NA	0.0014	NA
407	sp6	KLA	0.3	0.6	NA	not_detected	NA
407	sp7	VAN	1.1	1.7	NA	0.0016	NA
407	sp8	KLA	0.4	1	NA	0.0023	NA
408	sp1	GPR	1.4	2.7	NA	0.0057	NA
408	sp2	GMI	0.3	0.5	NA	not_detected	NA
408	sp3	GPR	0.8	1.7	NA	0.0018	NA
408	sp4	GMI	0.5	0.5	NA	not_detected	NA
408	sp5	GPR	1.4	1.6	NA	0.0024	NA
408	sp6	GMI	0.2	0.3	NA	not_detected	NA
408	sp7	GPR	1.4	2	NA	0.0029	NA
408	sp8	GMI	0.5	0.7	NA	0.0005	NA
409	sp1	GPR	1.6	2.2	NA	0.0049	NA
409	sp2	GSH	1.2	2.3	NA	0.0027	NA
409	sp3	GPR	1.2	2.2	NA	0.0036	NA
409	sp4	GSH	2.6	3	NA	0.01	NA
409	sp5	GPR	1	2.1	NA	0.0038	NA
409	sp6	GSH	1.2	1.7	NA	0.0013	NA
409	sp7	GPR	1.3	2.5	NA	0.0037	NA
409	sp8	GSH	4.7	4.9	NA	0.05	NA
410	sp1	CVU	0.9	1.1	NA	0.0005	0.0129
410	sp2	VCO	2	2.2	NA	0.0021	NA
410	sp3	CVU	0.9	1	NA	0.0005	NA
410	sp4	VCO	2.3	2.5	NA	0.0038	NA
410	sp5	CVU	0.8	1.1	NA	0.0006	NA
410	sp6	VCO	2.9	2.9	NA	0.0037	NA
410	sp7	CVU	1	1.3	NA	0.0006	NA
410	sp8	VCO	2.2	2.7	NA	0.0042	NA
411	sp1	VMY	1.1	1.3	NA	0.0014	NA
411	sp2	VVI	0.9	1.3	NA	0.0013	NA
411	sp3	VMY	0.8	1	NA	0.0009	NA
411	sp4	VVI	1.1	1.5	NA	0.0014	NA
411	sp5	VMY	2.9	3.5	NA	0.0171	NA
411	sp6	VVI	1.6	2.3	NA	0.0024	NA
411	sp7	VMY	1.5	1.9	NA	0.0018	NA
411	sp8	VVI	0.9	1.1	NA	0.0011	NA
412	sp1	CVU	2	2.3	NA	0.0023	NA
412	sp2	VMA	2.5	3.8	NA	0.0036	NA
412	sp3	CVU	0.4	0.3	NA	not_detected	NA
412	sp4	VMA	3.1	3.5	NA	0.0065	NA
412	sp5	CVU	1	1	NA	0.0005	NA
412	sp6	VMA	2.4	3.1	NA	0.0036	NA
412	sp7	CVU	0.5	1.5	NA	not_detected	NA
412	sp8	VMA	4	4.5	NA	0.0065	NA
413	sp1	VMY	3.8	3.8	NA	0.0182	NA
413	sp2	PJA	3.9	4	NA	0.0413	NA
413	sp3	VMY	2	2.3	NA	0.0041	NA
413	sp4	PJA	2.1	2.3	NA	0.0091	NA
413	sp5	VMY	0.7	1	NA	0.0026	NA
413	sp6	PJA	3.6	3.9	NA	0.0286	NA
413	sp7	VMY	1.6	1.7	no_leaves	0.0022	NA
413	sp8	PJA	2.9	2.8	NA	0.0183	NA
414	sp1	VMY	1.9	2.3	NA	0.0069	NA
414	sp2	GMI	0.5	0.6	NA	0.0009	NA
414	sp3	VMY	1.8	2.4	NA	0.0034	NA
414	sp4	GMI	0.4	0.4	NA	not_detected	NA
414	sp5	VMY	1.7	2.1	NA	0.0026	NA
414	sp6	GMI	0.6	0.7	NA	0.0005	NA
414	sp7	VMY	1.2	1.5	NA	0.0014	NA
414	sp8	GMI	0.8	0.8	NA	0.0008	NA
415	sp1	VMY	1.3	1.5	NA	0.0019	NA
415	sp2	GSH	1.9	2.4	NA	0.001	NA
415	sp3	VMY	0.7	0.9	NA	0.0009	NA
415	sp4	GSH	1.6	2	NA	0.0012	NA
415	sp5	VMY	0.8	1.2	NA	0.0004	NA
415	sp6	GSH	1.1	1.5	NA	0.0021	NA
415	sp7	VMY	0.9	1.1	NA	0.0014	NA
415	sp8	GSH	1.9	1.8	NA	0.0018	NA
416	sp1	VCO	2.5	2.8	NA	0.0025	0.0242
416	sp2	VVI	0.9	1.9	NA	0.002	NA
416	sp3	VCO	3.1	3.2	dead	0.0096	NA
416	sp4	VVI	1.5	1.8	NA	0.0025	NA
416	sp5	VCO	1.3	2.1	NA	0.0051	NA
416	sp6	VVI	1.5	2.2	NA	0.0016	NA
416	sp7	VCO	3.5	3.6	NA	0.0054	NA
416	sp8	VVI	1.2	2.6	NA	0.0027	NA
417	sp1	VCO	1.7	2	NA	0.0046	NA
417	sp2	VMA	3.5	3.7	NA	0.0019	NA
417	sp3	VCO	3.1	3.1	NA	0.0045	NA
417	sp4	VMA	3	3.4	NA	0.0083	NA
417	sp5	VCO	7	5.8	sick	0.0143	NA
417	sp6	VMA	2.8	3	NA	0.0057	NA
417	sp7	VCO	1.3	1.2	NA	0.0011	NA
417	sp8	VMA	2.3	2.4	NA	0.004	NA
418	sp1	VCO	2.5	1.9	no_leaves	0.0019	0.0141
418	sp2	KLA	0.5	0.5	NA	0.0004	NA
418	sp3	VCO	3.5	3.7	NA	0.0054	NA
418	sp4	KLA	0.6	1	NA	0.0009	NA
418	sp5	VCO	1.8	1.8	NA	0.0018	NA
418	sp6	KLA	0.4	0.4	dead	not_detected	NA
418	sp7	VCO	2.3	2	no_leaves	0.0022	NA
418	sp8	KLA	0.5	0.6	NA	0.0005	NA
419	sp1	VCO	1.5	1.5	NA	0.0021	NA
419	sp2	GMI	0.3	0.5	NA	0.0004	NA
419	sp3	VCO	2.8	2.8	NA	0.0112	NA
419	sp4	GMI	0.9	0.9	NA	0.0034	NA
419	sp5	VCO	1.1	1.4	NA	0.0031	NA
419	sp6	GMI	0.5	1.4	NA	not_detected	NA
419	sp7	VCO	1.9	2.2	NA	0.0034	NA
419	sp8	GMI	0.8	0.8	NA	not_detected	NA
420	sp1	VCO	4.5	5.4	NA	0.0178	NA
420	sp2	GSH	0.8	1.3	NA	0.0009	NA
420	sp3	VCO	1.9	1.8	NA	0.0027	NA
420	sp4	GSH	1.5	1.5	NA	0.001	NA
420	sp5	VCO	2	1.8	no_leaves	0.0026	NA
420	sp6	GSH	0.9	1	NA	0.0007	NA
420	sp7	VCO	1	1.9	NA	0.0011	NA
420	sp8	GSH	0.7	1.1	NA	0.001	NA
421	sp1	VVI	1	1.3	NA	0.0006	NA
421	sp2	VMA	1.6	1.6	NA	0.0023	NA
421	sp3	VVI	1.1	1.4	NA	0.0018	NA
421	sp4	VMA	2.6	3	NA	0.0043	NA
421	sp5	VVI	1	1.1	NA	0.0004	NA
421	sp6	VMA	2.5	3.1	NA	0.0026	NA
421	sp7	VVI	1	1.6	NA	0.0016	NA
421	sp8	VMA	3	3.1	NA	0.0053	NA
422	sp1	VVI	1	1.9	NA	0.001	0.0066
422	sp2	KLA	1.3	1.5	NA	0.0062	NA
422	sp3	VVI	0.3	1.1	NA	not_detected	NA
422	sp4	KLA	0.5	0.9	NA	not_detected	NA
422	sp5	VVI	0.8	1.5	NA	0.0008	NA
422	sp6	KLA	1	1.9	NA	0.0005	NA
422	sp7	VVI	0.9	1.4	NA	0.0012	NA
422	sp8	KLA	0.8	0.9	sick	0.0014	NA
423	sp1	VVI	1.8	2	NA	0.0017	NA
423	sp2	GMI	0.4	0.5	NA	0.0006	NA
423	sp3	VVI	1.7	2.7	NA	0.0024	NA
423	sp4	GMI	0.4	0.6	NA	0.0013	NA
423	sp5	VVI	1.4	1.5	NA	0.0011	NA
423	sp6	GMI	0.3	0.6	NA	0.0007	NA
423	sp7	VVI	1.4	1.4	NA	0.002	NA
423	sp8	GMI	0.4	0.4	NA	not_detected	NA
424	sp1	VVI	1	1.2	NA	0.0014	0.0104
424	sp2	GSH	0.7	1	NA	0.0006	NA
424	sp3	VVI	0.7	1.5	NA	0.0022	NA
424	sp4	GSH	0.8	1	NA	0.0008	NA
424	sp5	VVI	1.1	1.2	NA	0.0014	NA
424	sp6	GSH	2.1	2.5	NA	0.001	NA
424	sp7	VVI	1.3	1.4	NA	0.0011	NA
424	sp8	GSH	2.4	2.5	NA	0.0043	NA
425	sp1	VMA	1.6	1.7	NA	0.0022	0.1658
425	sp2	PJA	1.5	2.1	NA	0.0039	NA
425	sp3	VMA	2.2	2.5	NA	0.0051	NA
425	sp4	PJA	1.7	1.7	NA	0.005	NA
425	sp5	VMA	3.1	4	NA	0.0052	NA
425	sp6	PJA	0.9	1.7	NA	0.0027	NA
425	sp7	VMA	2.7	4	NA	0.0079	NA
425	sp8	PJA	5.3	5.4	NA	0.0796	NA
426	sp1	VMA	3.9	4.4	NA	0.0038	NA
426	sp2	GMI	0.5	0.5	NA	not_detected	NA
426	sp3	VMA	3.6	3.8	NA	0.0061	NA
426	sp4	GMI	0.6	0.6	NA	not_detected	NA
426	sp5	VMA	3.4	4	NA	0.0036	NA
426	sp6	GMI	0.4	0.4	NA	not_detected	NA
426	sp7	VMA	3	3.3	NA	0.0045	NA
426	sp8	GMI	0.2	0.4	NA	NA	NA
427	sp1	VMA	3	3.3	NA	0.0021	0.0323
427	sp2	GSH	1	1.8	NA	0.0025	NA
427	sp3	VMA	3.5	3.6	NA	0.0052	NA
427	sp4	GSH	2.9	3.2	NA	0.0049	NA
427	sp5	VMA	4.9	6.3	NA	0.0084	NA
427	sp6	GSH	3.5	3.6	NA	0.0042	NA
427	sp7	VMA	3.1	3.9	NA	0.0053	NA
